id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,sinopse,idioma_original,generos,diretor,roteirista
9655,Ela é o Cara,2006-03-17,6.82,3118,9.9517,"Viola é uma boa jogadora de futebol, mas sempre é impedida de jogar com os garotos de sua escola devido ao preconceito de que mulher não pode ser tão boa no esporte quanto um homem. Furiosa, Viola aproveita a viagem de seu irmão Sebastian e decide se passar por ele em sua escola, jogando no time masculino de futebol. Ela tem apenas duas semanas para mostrar que sabe jogar futebol, mas acaba se apaixonando por Duke, seu companheiro de quarto, que acredita que ela é um homem.",en,"Comédia, Romance",Andy Fickman,Ewan Leslie
335797,Sing - Quem Canta Seus Males Espanta,2016-11-23,7.118,8123,9.9373,"Um empolgado coala chamado Buster decide criar uma competição de canto para aumentar os rendimentos de seu antigo teatro. A disputa movimenta o mundo animal e promove a revelação de diversos talentos da cidade, todos de olho nos 15 minutos de fama e US$ 100 mil dólares de prêmio.",en,"Família, Comédia, Música, Animação",Garth Jennings,Garth Jennings
1140847,A Vingança de Cinderela,2024-04-26,5.4,37,9.9274,Cinderela é levada ao seu limite da sanidade por madrasta malvadas e as filhas dela. Isso faz com que a garota decida deixar de lado os sapatos de vidro e usar a ajuda de sua Fada Madrinha para buscar uma vingança sangrenta contra suas inimigas.,en,"Fantasia, Terror",Andy Edwards,Tom Jolliffe
529203,Os Croods 2: Uma Nova Era,2020-11-25,7.467,3938,9.9242,"A família Crood se muda para um lugar seguro, onde encontram seus novos vizinhos, os Bettermans. À medida que as tensões aumentam, uma nova ameaça impulsiona os dois clãs em uma aventura épica que os força a se unirem e sobreviverem juntos.",en,"Animação, Família, Aventura, Fantasia, Comédia",Joel Crawford,Dan Hageman
1242382,Sally: Nas Estrelas e no Coração,2025-01-28,8.5,4,9.9215,"A jornada pioneira de Sally Ride como a primeira mulher americana no espaço escondeu uma história profundamente pessoal. Seu parceiro de vida, Tam O'Shaughnessy, revela seu romance secreto de 27 anos e os sacrifícios que o acompanharam.",en,Documentário,Cristina Costantini,Cristina Costantini
646380,Não Olhe para Cima,2021-12-08,7.07,8637,9.9172,Dois astrônomos descobrem um cometa mortal vindo em direção à Terra e partem em um tour midiático para alertar a humanidade. Só que ninguém parece dar muita bola.,en,"Comédia, Ficção científica",Adam McKay,Adam McKay
10184,Ele Não Está Tão a Fim de Você,2009-02-06,6.608,3833,9.9079,"Amigos e amantes tentam percorrer o seu caminho através das complexidades das relações modernas, muitas vezes ignorando as verdadeiras intenções do sexo oposto.",en,"Comédia, Romance, Drama",Ken Kwapis,Abby Kohn
694,O Iluminado,1980-05-23,8.212,17986,9.902,"Durante o inverno, um homem é contratado para ficar como vigia em um hotel no Colorado e vai para lá com a esposa e seu filho. Porém, o contínuo isolamento começa a lhe causar problemas mentais sérios e ele vai se tornado cada vez mais agressivo e perigoso, ao mesmo tempo que seu filho passa a ter visões de acontecimentos ocorridos no passado, que também foram causados pelo isolamento excessivo.",en,"Terror, Thriller",Stanley Kubrick,Stanley Kubrick
78,Blade Runner: O Caçador de Andróides,1982-06-25,7.94,14186,9.9017,"No início do século 21, uma grande corporação desenvolve um robô que é mais forte e ágil que o ser humano e se equiparando em inteligência. São conhecidos como ""replicantes"" e utilizados como escravos na colonização e exploração de outros planetas. Mas, quando um grupo dos robôs mais evoluídos provoca um motim em uma colônia fora da Terra, este incidente faz os replicantes serem considerados ilegais na Terra, sob pena de morte. A partir de então, policiais de um esquadrão de elite conhecidos como ""Blade Runner"", têm ordem de atirar para matar em replicantes encontrados na Terra. Mas tal ato não é chamado de ""execução"" e sim de ""remoção"". Até que, em novembro de 2019, em Los Angeles, quando cinco replicantes chegam à Terra, o ex-Blade Runner, Deckard, é encarregado de caçá-los.",en,"Ficção científica, Drama, Thriller",Ridley Scott,Hampton Fancher
9820,Operação Cupido,1998-07-28,7.211,4283,10.5018,"As gêmeas Hallie e Annie foram separadas ainda pequenas. Uma ficou com a mãe, Elizabeth, e outra com o pai, Nicholas. Um dia as duas se encontram num acampamento de verão e se dão conta do parentesco até então desconhecido. Elas trocam de lugar na volta para a casa e elaboram um plano para que o casal volte às boas e a família enfim possa se reunir.",en,"Comédia, Família, Romance",Nancy Meyers,Nancy Meyers
539,Psicose,1960-06-22,8.422,10391,9.0624,"Marion Crane é uma secretária que rouba 40 mil dólares da imobiliária onde trabalha para se casar e começar uma nova vida. Durante a fuga à carro, ela enfrenta uma forte tempestade, erra o caminho e chega em um velho hotel. O estabelecimento é administrado por um sujeito atencioso chamado Norman Bates, que nutre um forte respeito e temor por sua mãe. Marion decide passar a noite no local, sem saber o perigo que a cerca.",en,"Terror, Thriller, Mistério",Alfred Hitchcock,Joseph Stefano
763215,Donzela,2024-03-07,7.02,2461,10.1885,O casamento de uma jovem com um príncipe encantado se transforma em uma luta por sobrevivência quando ela é oferecida em sacrifício a um dragão que cospe fogo.,en,"Fantasia, Ação, Aventura",Juan Carlos Fresnadillo,Dan Mazeau
1114513,Não Fale o Mal,2024-09-11,7.215,1569,11.3174,"Quando uma família americana é convidada a passar o fim de semana na idílica casa de campo de uma charmosa família britânica, com quem fizeram amizade nas férias, o que começa como um feriado dos sonhos logo se transforma em um assustador e paralisante pesadelo psicológico.",en,"Terror, Thriller",James Watkins,James Watkins
335977,Indiana Jones e A Relíquia do Destino,2023-06-25,6.5,3690,11.1564,"Encontrando-se em uma nova era, aproximando-se da aposentadoria, Indy luta para se encaixar em um mundo que parece tê-lo superado. Mas quando os tentáculos de um mal muito familiar retornam na forma de um antigo rival, Indy deve colocar seu chapéu e pegar seu chicote mais uma vez para garantir que um antigo e poderoso artefato não caia nas mãos erradas.",en,"Aventura, Ação",James Mangold,James Mangold
1077782,O Mestre do Crime,2024-12-13,5.737,114,9.3522,"Um matador de aluguel prestes a se aposentar é convocado de volta pela Companhia para treinar Wihlborg, um jovem assassino prodígio da Geração Z com muito talento... e ainda mais atitude.",en,"Ação, Comédia, Crime",Simon West,Greg Johnson
1893,Star Wars: Episódio I - A Ameaça Fantasma,1999-05-19,6.562,15053,9.7755,"Enquanto resgatam a Rainha Amidala, governante de um planeta pacífico invadido por forças ameaçadoras, os Cavaleiros Jedi Obi-Wan Kenobi e Qui-Gon Jinn descobrem Anakin Skywalker, uma criança prodígio de 9 anos excepcionalmente poderosa na Força.",en,"Aventura, Ação, Ficção científica",George Lucas,George Lucas
313369,La La Land: Cantando Estações,2016-12-01,7.9,17318,11.1919,"O pianista Sebastian conhece a atriz Mia, e os dois se apaixonam perdidamente. Em busca de oportunidades para suas carreiras na competitiva Los Angeles, os jovens tentam fazer o relacionamento amoroso dar certo, enquanto perseguem fama e sucesso.",en,"Comédia, Drama, Romance, Música",Damien Chazelle,Damien Chazelle
14174,Deite Comigo,2006-02-14,5.2,284,9.8646,"Leila (Lauren Lee Smith) é uma jovem que adora sexo, se relacionando com os homens através de encontros casuais e sempre de forma breve. Uma noite, em uma festa lotada, ela encontra-se com David (Eric Balfour). Mais tarde Leila e um homem transam atrás da casa, com David e sua namorada observando sua performance de longe. David também transa com a namorada, sendo que seu olhar e o de Leila se cruzam enquanto ambos estão fazendo sexo com outra pessoa. Pouco depois David e Leila começam a namorar e, em seu relacionamento, eles começam a ter necessidades e desejos que vão além do lado físico.",en,Drama,Clement Virgo,Tamara Berger
9487,Vida de Inseto,1998-11-25,7.0,9352,9.6122,"Flik é uma formiga cheia de ideias que, em nome dos ""insetos oprimidos de todo o mundo"", precisa contratar guerreiros para defender sua colônia de um faminto bando de gafanhotos liderado por Hopper. Mas quando descobrem que o exército de insetos é na verdade um fracassado grupo de atores de um circo de pulgas, o cenário está armado para divertidas confusões... com estes improváveis heróis.",en,"Família, Animação, Aventura, Comédia",John Lasseter,Don McEnery
6479,Eu Sou a Lenda,2007-12-12,7.209,16092,10.0524,"Robert Neville é um brilhante cientista e o único sobrevivente de uma epidemia que transformou os humanos em mutantes sedentos por sangue. Andando pela cidade de Nova York, ele procura por outros possíveis sobreviventes e tenta achar a cura da praga usando seu próprio sangue, que é imune.",en,"Drama, Ficção científica, Thriller",Francis Lawrence,Mark Protosevich
330457,Frozen 2,2019-11-20,7.248,9935,10.0307,"Elsa, Anna, Kristoff, Olaf e Sven se aventuram na floresta encantada e nos mares escuros além de Arendelle – onde Elsa descobre não apenas a verdade sobre seu passado, mas uma ameaça ao seu reino.",en,"Família, Animação, Aventura, Comédia, Fantasia",Jennifer Lee,Allison Schroeder
370172,007: Sem Tempo para Morrer,2021-09-29,7.4,6546,9.156,"Bond deixou o serviço ativo e está desfrutando de uma vida tranquila na Jamaica. Sua paz é interrompida quando o seu velho amigo Felix Leiter, da CIA, aparece pedindo sua ajuda. A missão de resgatar um cientista sequestrado acaba sendo muito mais difícil do que o esperado, deixando Bond no caminho de um vilão misterioso e armado com uma nova tecnologia perigosa.",en,"Ação, Thriller, Aventura",Cary Joji Fukunaga,Robert Wade
341174,Cinquenta Tons Mais Escuros,2017-02-08,6.483,7741,10.1004,"Incomodada com os hábitos e atitudes de Christian Grey (Jamie Dornan), Anastasia (Dakota Johnson) decide terminar o relacionamento e focar no desenvolvimento de sua carreira. O desejo, porém, fala mais alto e ela logo volta aos joguinhos do empresário, sendo que, aos poucos, passa a compreender melhor os jogos sexuais que ele tanto aprecia.",en,"Drama, Romance",James Foley,Niall Leonard
451915,Querido Menino,2018-10-12,7.552,2664,10.0164,"David Sheff é um conceituado jornalista e escritor que vive com a segunda esposa e os filhos. O filho mais velho, Nic Sheff, é viciado em metanfetamina e abala completamente a rotina da família e daquele lar. David tenta entender o que acontece com o filho, que teve uma infância de carinho e suporte, ao mesmo tempo em que estuda a droga e sua dependência. Nic, por sua vez, passa por diversos ciclos da vida de um dependente químico, lutando para se recuperar, mas volta e meia se entregando ao vício.",en,Drama,Felix van Groeningen,Luke Davies
205596,O Jogo da Imitação,2014-11-14,7.994,17378,10.8142,"Em 1939, a recém-criada agência de inteligência britânica MI6 recruta Alan Turing, um aluno da Universidade de Cambridge, para entender códigos nazistas, incluindo o ""Enigma"", que criptógrafos acreditavam ser inquebrável. A equipe de Turing, incluindo Joan Clarke, analisa as mensagens de ""Enigma"", enquanto ele constrói uma máquina para decifrá-las.",en,"História, Drama, Thriller, Guerra",Morten Tyldum,Graham Moore
335988,Transformers: O Último Cavaleiro,2017-06-16,6.055,6382,9.8706,"Optimus Prime encontra seu planeta natal, Cybertron, agora um planeta morto, e descobre que foi responsável por matá-lo.  Ele encontra uma maneira de trazer o planeta de volta à vida, mas para isso precisa encontrar um artefato que está na Terra.",en,"Ação, Aventura, Ficção científica",Michael Bay,Art Marcum
204082,Linha de Frente,2013-11-12,6.947,3602,9.4666,"Phil Broker é um ex-agente do Departamento de Combate a Narcóticos, nos Estados Unidos. Tentando escapar de seu passado, ele se muda para uma tranquila cidade do interior. Com o tempo, percebe que a comunidade não é tão pacata assim e terá que enfrentar um grupo de traficantes liderados por Gator.",en,"Ação, Thriller",Gary Fleder,Sylvester Stallone
109439,"Se Beber, Não Case! Parte III",2013-05-23,6.208,8838,9.6538,"Faz dois anos desde que o quarteto, conhecido como Wolfpack, quase escapou de um desastre em Bangkok. Agora, Phil, Stu e Doug vivem felizes em casa, mas Alan não. Ainda sem rumo na vida, Alan não tem tomado seus remédios e está vivendo sob impulsos naturais. Está nas mãos dos amigos ajudá-lo com sua crise pessoal, embarcando em uma viagem para o lugar onde tudo começou: Las Vegas.",en,Comédia,Todd Phillips,Craig Mazin
9552,O Exorcista,1973-12-26,7.732,8178,9.4084,"Em Georgetown, Washington, uma atriz vai gradativamente tomando consciência que a sua filha de doze anos está tendo um comportamento completamente assustador. Deste modo, ela pede ajuda a um padre, que também um psiquiatra, e este chega a conclusão de que a garota está possuída pelo demônio. Ele solicita então a ajuda de um segundo sacerdote, especialista em exorcismo, para tentar livrar a menina desta terrível possessão.",en,Terror,William Friedkin,William Peter Blatty
1159311,My Hero Academia: Agora é a Sua Vez,2024-08-02,6.982,137,10.2813,"“Agora é a sua vez”! Essas foram as palavras que All Might, o Símbolo da Paz, falou depois de derrotar All For One, o Símbolo do Mal. Era a primavera do segundo ano de Deku na U.A. quando uma batalha em grande escala aconteceu entre super-heróis e vilões. A batalha foi interrompida temporariamente, após Shigaraki recuar, mas o momento de seu novo confronto está cada vez mais próximo. O Japão está devastado pela batalha quando de repente aparece um homem misterioso. Ele se apresenta como aquele que vai substituir All Might, se tornando um novo símbolo. Ele proclama ""Agora é a minha vez"", mas ele é Dark Might! Apesar de se parecer com All Might, os ideias de Dark Might são bem diferentes. Ele libera sua individualidade por desejo próprio, criando um grande forte que começa a absorver a população. Dentre o grupo que acompanha Dark Might está Anna, uma jovem com uma individualidade desconhecida que está sendo alvo de um indivíduo vestido de mordomo.",ja,"Animação, Ação, Aventura, Ficção científica",Tensai Okamura,Yosuke Kuroda
44896,Rango,2011-03-02,6.876,6706,9.3103,"Rango (Johnny Depp) é um camaleão da cidade grande que vai parar, após um acidente, em pleno velho oeste, na cidade de Poeira no deserto do Mojave, na Califórnia. De uma hora para outra, sua rotina de animal de estimação mudou radicalmente e agora ele precisa deixar a vida ""camuflada"" para enfrentar os perigos existentes no mundo real, fazendo com que ele vivencie a experiência de fazer amigos, conhecer inimigos e até, quem sabe, se tornar um herói.",en,"Animação, Comédia, Família, Faroeste, Aventura",Gore Verbinski,John Logan
509,Um Lugar Chamado Notting Hill,1999-05-21,7.263,6326,8.6649,"Will, pacato dono de livraria especializada em guias de viagem, recebe a inesperada visita de uma cliente muito especial: a estrela de cinema americana Anna Scott. Dois ou três encontros fortuitos mais tarde, Will e Anna iniciam um relacionamento tenro, engraçado e cheio de idas e vindas.",en,"Romance, Comédia",Roger Michell,Richard Curtis
529203,Os Croods 2: Uma Nova Era,2020-11-25,7.467,3938,9.9242,"A família Crood se muda para um lugar seguro, onde encontram seus novos vizinhos, os Bettermans. À medida que as tensões aumentam, uma nova ameaça impulsiona os dois clãs em uma aventura épica que os força a se unirem e sobreviverem juntos.",en,"Animação, Família, Aventura, Fantasia, Comédia",Joel Crawford,Dan Hageman
335787,Uncharted: Fora do Mapa,2022-02-10,6.908,6286,8.9838,"Nathan Drake e seu parceiro canastrão Victor ""Sully"" Sullivan embarcam em uma perigosa busca para encontrar o maior tesouro jamais encontrado. Enquanto isso, eles também rastreiam pistas que podem levar ao irmão perdido de Nathan.",en,"Ação, Aventura",Ruben Fleischer,Rafe Judkins
1135850,STW,2023-04-30,0.0,0,9.5366,,ho,"Drama, Romance",,
400155,Hotel Transilvânia 3: Férias Monstruosas,2018-06-28,6.852,4518,8.5076,"Solitário e infeliz, buscando um novo amor na internet, Drácula é surpreendido com um presente da querida filha: férias em um cruzeiro. Inicialmente resistente à ideia, ele acaba engajado no passeio ao se encantar pela comandante, que, no entanto, esconde um segredo nada amigável.",en,"Animação, Comédia, Família, Fantasia",Genndy Tartakovsky,Genndy Tartakovsky
893723,Patrulha Canina: Um Filme Superpoderoso,2023-09-21,7.039,492,11.2546,"Um meteoro mágico cai em Adventure City, dá superpoderes aos filhotes da Patrulha Canina e os transforma em Os Super Filhotes. Quando o arquirrival da Patrulha Canina, Humdinger, foge da prisão e se junta a um cientista maluco para roubar os poderes para si, Os Super Filhotes devem salvar Adventure City e deter os supervilões antes que seja tarde demais.",en,"Família, Comédia, Aventura, Animação",Cal Brunker,Cal Brunker
137106,Uma Aventura Lego,2014-02-06,7.419,8032,7.9576,"Emmet é um Lego comum, até o dia em que é confundido com o Master Builder, o grande criador deste mundo de brinquedo, por ter encontrado a famosa peça de resistência. Este peça, procurada por todos há séculos, seria capaz de desarmar uma poderosa máquina criada pelo presidente do país, o perverso Sr. Negócios, que pretende colar todas as peças e impedir as mudanças no sistema. Mesmo sem ter grandes habilidades como criador, Emmet gosta de ser considerado um Lego especial, e faz de tudo para merecer a confiança de seus amigos, que incluem a rebelde Mega Estilo, o sábio Vitrúvius, e o gato-unicórnio UniKitty.",en,"Animação, Família, Aventura, Comédia, Fantasia",Phil Lord,Phil Lord
6977,Onde os Fracos Não Têm Vez,2007-06-13,7.947,12418,10.1889,"Quando um homem depara com a sangrenta cena de um crime, uma caminhonete carregada de heroína e irresistíveis dois milhões de dólares, sua decisão de levar o dinheiro deflagra uma interminável e violenta reação em cadeia, que nem a lei do Oeste do Texas pode deter.",en,"Crime, Drama, Thriller",Joel Coen,Joel Coen
1029281,Desconhecidos,2024-08-14,6.921,569,10.5125,"Um predador implacável rastreia uma mulher ferida pela natureza selvagem doe Oregon, nos EUA. A mulher faz o possível para ser mais esperta que seu agressor, mas a cada momento de tensão ela fica mais fraca e menos capaz. Ele é um homem com uma missão e é apenas uma questão de tempo até capturar sua presa. Mas nada é o que parece, neste filme recheado de reviravoltas interessantes.",en,"Crime, Terror, Thriller",JT Mollner,JT Mollner
878607,Um Filme Inacabado,2024-10-23,7.618,17,7.9422,"Em janeiro de 2020, o diretor Xiaorui convence seu elenco e equipe a retomar as filmagens de um filme interrompido uma década antes. Com as filmagens quase concluídas, rumores sobre uma doença começam a circular. Alguns elenco e equipe conseguem sair antes que o hotel seja fechado. Todos os que permanecem são confinados em seus quartos, e o diretor deve decidir se interrompe as filmagens mais uma vez, já que Wuhan está fechada nos primeiros dias de uma pandemia aterrorizante.",zh,Drama,Lou Ye,Lou Ye
72105,Ted,2012-06-29,6.4,12627,9.6683,"Quando criança, John desejou que seu ursinho Ted ganhasse vida e, surpreendentemente, foi atendido. Porém, agora que é adulto, ele precisa lidar com as consequências de seu pedido, já que Ted não vai parar de atormentar a sua vida.",en,"Comédia, Fantasia",Seth MacFarlane,Seth MacFarlane
1045021,தக் லைஃப்,2025-06-04,5.143,7,8.3702,,ta,"Ação, Crime, Drama",Mani Ratnam,Mani Ratnam
581528,"O Gângster, o Policial e o Diabo",2019-05-15,7.84,1285,9.4665,"Depois de sobreviver a um ataque violento, um gângster da Coreia do Sul descobre que foi vítima de um serial killer. Para se vingar e recuperar seu prestígio, ele une forças com um policial violento.",ko,"Crime, Ação, Thriller",Lee Won-tae,Lee Won-tae
122906,Questão de Tempo,2013-09-04,7.914,8772,10.122,"Ao completar 21 anos, Tim descobre que pode viajar no tempo e mudar o passado. Depois de usar o poder para conseguir uma namorada, ele precisa lidar com consequências inesperadas.",en,"Drama, Romance, Fantasia",Richard Curtis,Richard Curtis
1139566,Através da Minha Janela 3: Olhos nos Olhos,2024-02-23,6.933,622,10.1697,"Raquel e Ares não se esquecem um do outro, mesmo estando com pessoas novas. Será que eles vão superar a pressão familiar e ficar juntos no capítulo final da trilogia?",es,"Romance, Drama, Comédia",Marçal Forés,Eduard Sola
141052,Liga da Justiça,2017-11-15,6.076,13185,8.6205,"Impulsionado pela restauração de sua fé na humanidade e inspirado pelo ato altruísta do Superman, Bruce Wayne convoca sua nova aliada Diana Prince para o combate contra um inimigo ainda maior, recém-despertado. Juntos, Batman e Mulher-Maravilha buscam e recrutam com agilidade um time de meta-humanos, mas mesmo com a formação da liga de heróis sem precedentes, poderá ser tarde demais para salvar o planeta de um catastrófico ataque.",en,"Ação, Aventura, Ficção científica",Zack Snyder,Chris Terrio
1201176,Coelhos Assassinos,2024-03-25,4.0,7,9.6212,"Durante o feriado de Páscoa, uma mulher precisa proteger sua pequena cidade do ataque de uma misteriosa criatura e seu exército de coelhos assassinos.",en,"Terror, Comédia, Fantasia",Diane Foster,Allison Lobel
254,King Kong,2005-12-12,6.887,8067,10.3229,"Nova York, 1933. Ann Darrow, uma atriz de vaudeville, enfrenta dificuldades para se sustentar, como vários outros americanos durante a Grande Depressão. Ela caminha pelas ruas de Manhattan pensando na possibilidade de trabalhar em um cabaré, até que a fome a faz roubar uma maçã. Ann é salva pelo cineasta Carl Denham, que oferece a ela o papel principal em sua próxima produção. Inicialmente indecisa, Ann aceita a oferta após saber que o roteirista é o conceituado dramaturgo Jack Driscoll. Na verdade Carl está em apuros, já que o patrocínio para concluir seu filme inacabado foi cancelado e sua antiga atriz principal abandonou o projeto. Apesar dos problemas, Carl embarca a equipe e o elenco de seu filme no cargueiro fretado S.S. Venture. O objetivo da viagem é chegar na Ilha da Caveira, que tem a fama de abrigar uma raça perdida e várias criaturas consideradas extintas.",en,"Aventura, Drama, Ação",Peter Jackson,Peter Jackson
89,Indiana Jones e a Última Cruzada,1989-05-24,7.85,10464,9.625,"O arqueólogo Indiana Jones tem acesso à um misterioso envelope que contém informações sobre a localização do lendário Santo Graal, o cálice que Jesus Cristo teria utilizado na Última Ceia. Quando seu pai, o professor Henry Jones, é sequestrado pelos nazistas, o aventureiro irá embarcar numa missão perigosa para salvá-lo e impedir que a relíquia sagrada caia em mãos erradas.",en,"Aventura, Ação",Steven Spielberg,Jeffrey Boam
1201176,Coelhos Assassinos,2024-03-25,4.0,7,9.6212,"Durante o feriado de Páscoa, uma mulher precisa proteger sua pequena cidade do ataque de uma misteriosa criatura e seu exército de coelhos assassinos.",en,"Terror, Comédia, Fantasia",Diane Foster,Allison Lobel
76338,Thor: O Mundo Sombrio,2013-10-30,6.516,17634,9.6192,"Thor precisa contar com a ajuda de seus companheiros e até de seu traiçoeiro irmão Loki em um plano audacioso para salvar o universo. Entretanto, os caminhos de Thor se cruzam com Jane Foster e, dessa vez, a vida dela está realmente em perigo.",en,"Ação, Aventura, Fantasia",Alan Taylor,Christopher Markus
9487,Vida de Inseto,1998-11-25,7.0,9352,9.6122,"Flik é uma formiga cheia de ideias que, em nome dos ""insetos oprimidos de todo o mundo"", precisa contratar guerreiros para defender sua colônia de um faminto bando de gafanhotos liderado por Hopper. Mas quando descobrem que o exército de insetos é na verdade um fracassado grupo de atores de um circo de pulgas, o cenário está armado para divertidas confusões... com estes improváveis heróis.",en,"Família, Animação, Aventura, Comédia",John Lasseter,Don McEnery
490132,Green Book: O Guia,2018-11-16,8.23,12046,9.5909,"Quando Tony Lip, um segurança ítalo-americano, é contratado como motorista do Dr. Don Shirley, um pianista negro de classe alta, durante uma turnê pelo sul dos Estados Unidos, eles devem seguir o ""O Guia"" para leva-los aos poucos estabelecimentos que eram seguros para os afro-americanos. Confrontados com o racismo, o perigo, assim como pela humanidade e o humor inesperados, eles são forçados a deixar de lado as diferenças para sobreviver e prosperar nessa jornada.",en,"Drama, História",Peter Farrelly,Nick Vallelonga
3597,Eu Sei o Que Vocês Fizeram no Verão Passado,1997-10-17,6.0,2895,9.564,"Após um acidente numa estrada sinuosa, quatro adolescentes cometem o terrível erro de jogar o corpo da vítima no mar. Mas, exatamente um ano depois, o homem morto retorna das profundezas, e não quer apenas um pedido de desculpas.",en,"Terror, Thriller, Mistério",Jim Gillespie,Kevin Williamson
62,2001: Uma Odisseia no Espaço,1968-04-02,8.066,11877,9.557,"Desde a “Aurora do Homem” (a pré-história), um misterioso monólito negro parece emitir sinais de outra civilização, assim interferindo no nosso planeta. Quatro milhões de anos depois, no século XXI, uma equipe de astronautas liderados pelo experiente David Bowman e Frank Poole é enviada ao planeta Júpiter para investigar o enigmático monólito na nave Discovery, totalmente controlada pelo computador HAL-9000. Entretanto, no meio da viagem, HAL-9000 entra em pane e tenta assumir o controle da nave, eliminando um a um os tripulantes.",en,"Ficção científica, Mistério, Aventura",Stanley Kubrick,Stanley Kubrick
50546,Esposa de Mentirinha,2011-02-10,6.704,5841,9.5547,"Infeliz em sua tentativa de casamento, Danny passa a vivenciar relacionamentos sem compromisso para driblar a carência. Assim, ele toca sua vida como cirurgião plástico bem sucedido, tendo sua melhor amiga Katherine, mãe solteira de um casal, como fiel escudeira. Quando conhece a jovem Palmer e a paixão toma conta de ambos, ele inventa, para tentar conquistá-la, que é marido de Katherine, pai das crianças e que vai se separar.",en,"Comédia, Romance",Dennis Dugan,Allan Loeb
9614,Um Maluco no Golfe,1996-02-16,6.648,2769,9.5527,"Happy Gilmore quer ser um jogador profissional de hóquei, mas acaba descobrindo que tem um talento muito especial para jogar golfe. O satírico e desbocado atleta acaba ganhando dinheiro suficiente para poder ajudar a sua avó, que está prestes a perder a casa por falta de pagamento de impostos. O problema é que esse maluco se torna um herói improvável para o esporte, o que desagrada bastante os golfistas, tão educados e elegantes.",en,Comédia,Dennis Dugan,Tim Herlihy
1734,O Retorno da Múmia,2001-05-04,6.378,7234,9.5426,"Rick e Evelyn O'Connell estão morando na Londres de 1935, onde criam o filho. Quando uma série de eventos revela o corpo de Imhotep ressuscitado, os O'Connell iniciam uma corrida desesperada para salvar o mundo do mal e resgatar o filho antes que seja tarde demais.",en,"Aventura, Ação, Fantasia",Stephen Sommers,Stephen Sommers
1096197,Desespero Profundo,2024-01-18,6.322,1027,9.5374,"Um grupo de desconhecidos acabam no meio do Oceano Pacífico depois de um acidente aéreo. Presos em uma bolsa de ar, eles devem trabalhar juntos para enfrentar os perigos que os cercam antes que o oxigênio acabe.",en,"Thriller, Terror, Ação",Claudio Fäh,Andy Mayson
1135850,STW,2023-04-30,0.0,0,9.5366,,ho,"Drama, Romance",,
901362,Trolls 3: Juntos Novamente,2023-10-12,7.295,908,9.5331,"Depois de dois filmes de amizade verdadeira e paquera implacável, Poppy e Tronco agora são oficialmente, finalmente, um casal! À medida que se aproximam, Poppy descobre que Tronco tem um passado secreto.",en,"Animação, Família, Música, Fantasia, Comédia",Walt Dohrn,Elizabeth Tippet
8835,Legalmente Loira,2001-07-13,6.797,4183,9.5328,"Elle Woods namora o mais bonito garoto de seu colégio, Warner Huntington III, com quem inclusive planeja se casar no futuro. Mas Elle tem um problema que incomoda Warner: ela é fútil demais! Até que, quando Warner vai estudar Direito na Universidade de Harvard, ele passa a namorar uma nova garota e decide largar Elle, que não se dá por vencida e decide estudar a fim de também passar para o curso de Direito e ainda por cima provar sua inteligência.",en,"Comédia, Romance",Robert Luketic,Kirsten Smith
121514,Miracolo italiano,1994-12-21,4.121,29,9.5307,,it,Comédia,Enrico Oldoini,Enrico Oldoini
481871,엄마의 직업,2017-07-27,5.292,12,9.5243,,ko,Drama,Do Bong-san,Chris
493529,Dungeons & Dragons: Honra Entre Rebeldes,2023-03-23,7.34,4026,9.5113,"Um ladrão charmoso e um grupo de aventureiros improváveis empreendem um assalto épico para recuperar uma relíquia perdida, mas as coisas dão perigosamente errado quando eles entram em conflito com as pessoas erradas.",en,"Aventura, Fantasia, Comédia",Jonathan Goldstein,Michael Gilio
38700,Bad Boys Para Sempre,2020-01-15,7.131,8429,9.498,"Marcus Burnett agora é um inspetor e Mike Lowrey se encontra numa crise de meia-idade. Mas a dupla tem que se juntar novamente quando um mercenário albanês, cujo irmão foi capturado por eles, promete um bônus de vingança justamente quando eles estão prestes a se aposentar.",en,"Thriller, Ação, Crime",Bilall Fallah,Joe Carnahan
10606,Projeto Filadélfia,1984-10-05,6.114,402,9.4961,"Durante a Segunda Guerra Mundial, cientistas e militares norte-americanos se unem para a realização do ""Projeto Filadélfia"", uma experiência com campos de força cujo objetivo é tornar um enorme porta-aviões invisível ao radar inimigo. O experimento funciona, mas a embarcação realmente desaparece por alguns minutos, ficando invisível. Na verdade, ela foi sugada por uma espécie de buraco negro, por onde dois dos marinheiros, David (Michael Paré) e Jim (Bobby Di Cicco), atravessam um portal do tempo, chegando ao ano de 1984. Completamente perdidos, cultural e geograficamente, eles são perseguidos pelo exército enquanto tentam encontrar uma forma de voltar ao seu próprio tempo.",en,"Ficção científica, Aventura, Thriller",Stewart Raffill,William Gray
1390394,"Baila, Vini",2025-05-15,5.719,32,9.4946,"Vini Jr. tem tudo: talento, resiliência e ousadia. Acompanhe os altos e baixos de sua jornada inspiradora para se tornar um astro do futebol mundial.",pt,Documentário,Andrucha Waddington,Sérgio Mekler
