id_filme,titulo,data_lancamento,media_avaliacoes,numero_avaliacoes,popularidade,idioma_original,generos,diretor,roteirista
301528,Toy Story 4,2019-06-19,7.476,10027,10.5063,en,"Família, Aventura, Animação, Comédia, Fantasia",Josh Cooley,Stephany Folsom
68721,Homem de Ferro 3,2013-04-18,6.93,22606,11.8586,en,"Ação, Aventura, Ficção científica",Shane Black,Shane Black
561,Constantine,2005-02-08,7.107,7490,10.2383,en,"Fantasia, Ação, Terror",Francis Lawrence,Kevin Brodbin
801688,Kalki 2898 A.D. (Hindi),2024-06-26,6.448,126,9.7037,te,"Drama, Ação, Fantasia, Ficção científica",Nag Ashwin,Nag Ashwin
474350,IT: Capítulo Dois,2019-09-04,6.835,8959,11.1965,en,"Terror, Thriller",Andy Muschietti,Gary Dauberman
263115,Logan,2017-02-28,7.82,19659,10.9391,en,"Ação, Drama, Ficção científica",James Mangold,Michael Green
756999,O Telefone Preto,2022-06-17,7.572,5154,10.4038,en,"Terror, Thriller",Scott Derrickson,Scott Derrickson
297762,Mulher-Maravilha,2017-05-30,7.217,20262,11.2827,en,"Ação, Aventura, Fantasia",Patty Jenkins,Allan Heinberg
1146210,हाउसफ़ूल 5A,2025-06-05,4.8,4,10.2168,hi,"Comédia, Mistério, Thriller",Tarun Mansukhani,Sajid Nadiadwala
1072790,Todos Menos Você,2023-12-21,6.857,2593,13.3297,en,"Romance, Comédia",Will Gluck,Ilana Wolpert
1051896,Depois do Apocalipse,2024-04-12,6.106,690,12.0568,en,"Ação, Terror, Thriller, Ficção científica",Benjamin Brewer,Michael Nilon
1147400,"Miraculous World: Paris, As Aventuras De Shadybug e Claw Noir",2023-10-21,7.245,604,11.2195,fr,"Animação, Aventura, Ação, Fantasia, Família",Thomas Astruc,Thomas Astruc
207,Sociedade dos Poetas Mortos,1989-06-02,8.301,11693,10.9034,en,Drama,Peter Weir,Tom Schulman
3110,Os Brutos Também Amam,1953-04-23,7.363,632,7.9487,en,"Drama, Faroeste",George Stevens,A.B. Guthrie Jr.
345940,Megatubarão,2018-08-09,6.248,7836,10.7317,en,"Ação, Ficção científica, Terror",Jon Turteltaub,Dean Georgaris
50546,Esposa de Mentirinha,2011-02-10,6.704,5841,9.5547,en,"Comédia, Romance",Dennis Dugan,Allan Loeb
114,Uma Linda Mulher,1990-03-23,7.5,8532,11.1087,en,"Romance, Comédia",Garry Marshall,J.F. Lawton
79379,Dragões: O Livro dos Dragões,2011-11-15,6.7,183,11.597,en,"Fantasia, Animação, Ação, Comédia, Família",Steve Hickner,Steve Hickner
1124,O Grande Truque,2006-10-17,8.204,16570,11.688,en,"Drama, Mistério, Ficção científica",Christopher Nolan,Jonathan Nolan
1128650,誤判,2024-12-08,7.1,55,12.4333,cn,"Ação, Drama, Crime, Thriller",Donnie Yen,Edmond Wong Chi-Mun
198038,Hannah,1996-10-18,7.0,2,12.451,de,Thriller,Reinhard Schwabenitzky,Susanne M. Ayoub
970947,O Senhor dos Mortos,2025-04-03,5.964,83,9.7905,en,"Ficção científica, Drama, Terror, Thriller",David Cronenberg,David Cronenberg
974262,Descendentes: A Ascensão de Copas,2024-07-11,6.855,413,10.6015,en,"Fantasia, Aventura, Família, Comédia",Jennifer Phang,Dan Frey
287649,Scarlet Innocence,2014-10-02,6.2,62,9.0011,ko,"Thriller, Drama, Romance",Yim Pil-sung,Jang Yoon-mi
50270,O Bordel de Paprika,1991-02-13,7.112,534,10.5463,it,Drama,Tinto Brass,Bernardino Zapponi
613504,After: Depois da Verdade,2020-09-02,7.168,5380,10.7384,en,"Romance, Drama",Roger Kumble,Anna Todd
10144,A Pequena Sereia,1989-11-17,7.351,8064,10.4039,en,"Animação, Família, Fantasia",Ron Clements,John Musker
930564,Saltburn,2023-11-16,6.978,2544,9.7649,en,"Drama, Comédia, Thriller",Emerald Fennell,Emerald Fennell
127585,X-Men: Dias de um Futuro Esquecido,2014-05-15,7.529,15618,10.4617,en,"Ação, Aventura, Ficção científica",Bryan Singer,Simon Kinberg
427641,Rampage: Destruição Total,2018-04-11,6.457,7201,10.6021,en,"Ação, Aventura, Ficção científica",Brad Peyton,Ryan Condal
398818,Me Chame Pelo Seu Nome,2017-07-28,8.1,12329,10.4208,en,"Romance, Drama",Luca Guadagnino,James Ivory
270946,Os Pinguins de Madagascar: O Filme,2014-11-22,6.528,4270,10.5915,en,"Família, Animação, Aventura, Comédia",Simon J. Smith,Michael Colton
346910,O Predador,2018-09-05,5.628,4815,10.4072,en,"Ficção científica, Ação, Thriller",Shane Black,Fred Dekker
726139,Project Silence,2024-07-11,7.0,343,10.7634,ko,"Thriller, Ação, Terror, Ficção científica, Aventura",Kim Tae-gon,Park Joo-suk
10184,Ele Não Está Tão a Fim de Você,2009-02-06,6.608,3833,9.9079,en,"Comédia, Romance, Drama",Ken Kwapis,Abby Kohn
338953,Animais Fantásticos: Os Segredos de Dumbledore,2022-04-06,6.637,4729,10.3908,en,"Fantasia, Aventura",David Yates,J.K. Rowling
679,Aliens: O Resgate,1986-07-18,8.0,10154,10.4779,en,"Ação, Thriller, Ficção científica",James Cameron,James Cameron
1333100,Attack on Titan: O ÚLTIMO ATAQUE,2024-11-08,8.756,80,11.1562,ja,"Animação, Ação, Aventura, Fantasia",Yuichiro Hayashi,Hiroshi Seko
286217,Perdido em Marte,2015-09-30,7.689,20220,10.6811,en,"Drama, Aventura, Ficção científica",Ridley Scott,Drew Goddard
408,Branca de Neve e os Sete Anões,1938-01-14,7.123,7638,10.8617,en,"Fantasia, Animação, Família",David Hand,Dick Rickard
1813,Advogado do Diabo,1997-10-17,7.467,6257,10.7465,en,"Drama, Mistério, Thriller, Terror",Taylor Hackford,Jonathan Lemkin
18,O Quinto Elemento,1997-05-02,7.555,11057,12.6709,fr,"Ficção científica, Ação, Aventura",Luc Besson,Robert Mark Kamen
1359,Psicopata Americano,2000-04-13,7.406,11423,10.7805,en,"Thriller, Drama, Crime",Mary Harron,Mary Harron
1579,Apocalypto,2006-12-07,7.6,5787,10.6555,en,"Ação, Drama, História",Mel Gibson,Mel Gibson
989238,La fille de son père,2023-12-20,6.021,47,9.8415,fr,"Comédia, Drama",Erwan Le Duc,Erwan Le Duc
383498,Deadpool 2,2018-05-15,7.491,18425,10.3375,en,"Ação, Comédia, Aventura",David Leitch,Paul Wernick
650033,Свободное падение,2025-05-21,5.563,8,10.7425,ru,"Ficção científica, Thriller",Oleg Urazaykin,Alexey Medvedev
493922,Hereditário,2018-06-07,7.291,7985,10.1847,en,"Terror, Mistério, Thriller",Ari Aster,Ari Aster
4247,Todo Mundo em Pânico,2000-07-07,6.369,7203,10.3702,en,Comédia,Keenen Ivory Wayans,Marlon Wayans
420634,Aterrorizante,2018-01-25,6.341,2694,9.7628,en,"Terror, Thriller",Damien Leone,Damien Leone
1103432,Bloody Escape,2024-01-05,6.6,7,11.999,ja,"Animação, Ação, Ficção científica",Goro Taniguchi,Shingo Nagai
257094,Holland,2025-03-09,5.381,373,10.3657,en,"Thriller, Mistério",Mimi Cave,Andrew Sodroski
37135,Tarzan,1999-06-18,7.396,6961,10.4129,en,"Família, Aventura, Animação, Drama",Chris Buck,Bob Tzudiker
24,Kill Bill: Volume 1,2003-10-10,7.971,17908,10.9458,en,"Ação, Crime",Quentin Tarantino,Quentin Tarantino
508883,O Menino e a Garça,2023-07-14,7.433,2214,10.8589,ja,"Animação, Aventura, Fantasia, Família, Drama",Hayao Miyazaki,Hayao Miyazaki
508883,O Menino e a Garça,2023-07-14,7.433,2214,10.8589,ja,"Animação, Aventura, Fantasia, Família, Drama",Hayao Miyazaki,Hayao Miyazaki
1138749,Justiça Sem Limites,2023-07-21,6.2,88,10.4309,en,"Ação, Crime, Thriller",Shaun Paul Piccinino,Michael Caissie
1145645,Kamadora,2023-08-11,2.7,3,8.8667,tl,Drama,Roman Perez Jr.,Ronald Perez
694,O Iluminado,1980-05-23,8.212,17986,9.902,en,"Terror, Thriller",Stanley Kubrick,Stanley Kubrick
710295,Lobisomem,2025-01-15,6.351,651,10.6091,en,"Terror, Thriller",Leigh Whannell,Leigh Whannell
588648,A Menina e o Dragão,2024-04-11,7.653,189,10.6003,zh,"Animação, Família, Ação, Aventura, Fantasia",Jian-Ping Li,Xianping Wang
1032823,Armadilha,2024-07-31,6.3,2246,11.8209,en,"Thriller, Mistério, Terror",M. Night Shyamalan,M. Night Shyamalan
166426,Piratas do Caribe: A Vingança de Salazar,2017-05-23,6.652,12259,10.4303,en,"Aventura, Ação, Fantasia",Espen Sandberg,Jeff Nathanson
1140847,A Vingança de Cinderela,2024-04-26,5.4,37,9.9274,en,"Fantasia, Terror",Andy Edwards,Tom Jolliffe
1083433,Eu Sei O Que Vocês Fizeram No Verão Passado,2025-07-16,0.0,0,10.68,en,"Terror, Thriller, Mistério",Jennifer Kaytin Robinson,Jennifer Kaytin Robinson
76493,O Ditador,2012-05-15,6.203,6018,11.4538,en,Comédia,Larry Charles,Alec Berg
128,Princesa Mononoke,1997-07-12,8.326,8397,10.3591,ja,"Aventura, Fantasia, Animação",Hayao Miyazaki,Hayao Miyazaki
359724,Ford vs Ferrari,2019-11-13,8.002,8334,10.0487,en,"Drama, Ação, História",James Mangold,John-Henry Butterworth
214756,Ted 2,2015-06-25,6.3,7662,10.5442,en,"Comédia, Fantasia",Seth MacFarlane,Seth MacFarlane
372962,まいちゃんの日常,2016-02-25,4.9,13,9.861,ja,Terror,Sade Satô,Sade Satô
1014590,Upgrade: As Cores do Amor,2024-02-07,7.207,902,9.4403,en,"Romance, Comédia",Carlson Young,Justin Matthews
1001274,Chamado Noturno,2024-08-28,6.828,99,8.7229,fr,"Thriller, Ação, Crime",Michiel Blanchart,Michiel Blanchart
78,Blade Runner: O Caçador de Andróides,1982-06-25,7.94,14186,9.9017,en,"Ficção científica, Drama, Thriller",Ridley Scott,Hampton Fancher
49519,Os Croods,2013-03-15,6.924,7215,10.1807,en,"Animação, Aventura, Família, Fantasia, Comédia, Ação",Kirk DeMicco,Chris Sanders
126889,Alien: Covenant,2017-05-09,6.158,8919,10.6395,en,"Terror, Ficção científica, Thriller",Ridley Scott,Dante Harper
207703,Kingsman: Serviço Secreto,2015-01-24,7.6,17119,10.0796,en,"Crime, Comédia, Ação, Aventura",Matthew Vaughn,Jane Goldman
73723,O Lorax: Em Busca da Trúfula Perdida,2012-03-01,6.509,3671,10.126,en,"Animação, Família",Chris Renaud,Cinco Paul
1402,À Procura da Felicidade,2006-12-14,7.89,10087,10.0074,en,Drama,Gabriele Muccino,Steven Conrad
625976,火口のふたり,2019-08-23,6.5,35,10.0067,ja,"Drama, Romance",Haruhiko Arai,Haruhiko Arai
1189423,Deu Preguiça,2024-07-25,6.275,20,10.0384,en,"Animação, Família",Tania Vincent,Ryan Greaves
666277,Vidas Passadas,2023-06-02,7.7,1938,10.4316,en,"Drama, Romance",Celine Song,Celine Song
329,Jurassic Park: O Parque dos Dinossauros,1993-06-11,8.0,16808,10.2851,en,"Aventura, Ficção científica",Steven Spielberg,Michael Crichton
460229,Kiss and Kill,2017-08-08,5.3,61,10.3223,en,"Mistério, Thriller, Romance",Dean McKendrick,Dean McKendrick
242,O Poderoso Chefão: Parte III,1990-12-25,7.417,6427,10.473,en,"Crime, Drama, Thriller",Francis Ford Coppola,Mario Puzo
10195,Thor,2011-04-21,6.769,21553,10.4602,en,"Aventura, Fantasia, Ação",Kenneth Branagh,Don Payne
57158,O Hobbit: A Desolação de Smaug,2013-12-11,7.57,13505,11.6193,en,"Fantasia, Aventura, Ação",Peter Jackson,Philippa Boyens
339846,Baywatch: S.O.S. Malibu,2017-05-25,6.093,8209,8.5848,en,"Comédia, Ação, Crime",Seth Gordon,Damian Shannon
792,Platoon,1986-12-19,7.743,4730,9.1086,en,"Drama, Guerra, Ação",Oliver Stone,Oliver Stone
330459,Rogue One: Uma História Star Wars,2016-12-14,7.5,15685,10.49,en,"Ação, Aventura, Ficção científica",Gareth Edwards,Chris Weitz
1125510,O Poço 2,2024-09-27,5.554,1204,10.201,es,"Ficção científica, Terror, Thriller",Galder Gaztelu-Urrutia,David Desola
901362,Trolls 3: Juntos Novamente,2023-10-12,7.295,908,9.5331,en,"Animação, Família, Música, Fantasia, Comédia",Walt Dohrn,Elizabeth Tippet
988078,Através da Minha Janela: Além-mar,2023-06-23,6.586,905,8.8392,es,"Romance, Drama, Comédia",Marçal Forés,Eduard Sola
1724,O Incrível Hulk,2008-06-12,6.222,12080,9.992,en,"Ficção científica, Ação, Aventura",Louis Leterrier,Zak Penn
1724,O Incrível Hulk,2008-06-12,6.222,12080,9.992,en,"Ficção científica, Ação, Aventura",Louis Leterrier,Zak Penn
930094,"Vermelho, Branco e Sangue Azul",2023-07-27,7.989,1379,10.9016,en,"Comédia, Romance",Matthew López,Matthew López
773543,Jogos Psicológicos,2021-09-09,5.6,71,9.4383,ru,"Drama, Thriller",Olga Akatyeva,Viktoriya Ostrovskaya
1226578,Longlegs - Vínculo Mortal,2024-07-10,6.6,2093,9.8431,en,"Crime, Terror, Thriller",Osgood Perkins,Osgood Perkins
395992,Vida,2017-03-22,6.4,7537,11.3046,en,"Terror, Ficção científica, Mistério, Thriller",Daniel Espinosa,Rhett Reese
140300,Kung Fu Panda 3,2016-01-23,6.915,6233,9.6767,en,"Ação, Aventura, Animação, Comédia, Família",Jennifer Yuh Nelson,Glenn Berger
157350,Divergente,2014-03-14,6.914,13006,10.2712,en,"Ação, Aventura, Ficção científica",Neil Burger,Vanessa Taylor
630,O Mágico de Oz,1939-08-15,7.591,5759,10.9899,en,"Aventura, Fantasia, Família",Victor Fleming,Noel Langley
621,Grease: Nos Tempos da Brilhantina,1978-06-16,7.376,7394,9.7209,en,"Romance, Comédia",Randal Kleiser,Bronté Woodard
646380,Não Olhe para Cima,2021-12-08,7.07,8637,9.9172,en,"Comédia, Ficção científica",Adam McKay,Adam McKay
481871,엄마의 직업,2017-07-27,5.292,12,9.5243,ko,Drama,Do Bong-san,Chris
436270,Adão Negro,2022-10-19,6.86,6584,10.4556,en,"Ação, Aventura, Ficção científica",Jaume Collet-Serra,Adam Sztykiel
11970,Hércules,1997-06-13,7.499,7603,9.1321,en,"Animação, Família, Fantasia, Aventura, Comédia, Romance",Ron Clements,Bob Shaw
1100099,Todo Tempo Que Temos,2024-10-10,7.3,887,10.7911,en,"Romance, Drama",John Crowley,Nick Payne
1265,Ponte para Terabítia,2007-02-15,7.306,4937,10.5847,en,"Aventura, Drama, Família",Gábor Csupó,Jeff Stockwell
634492,Madame Teia,2024-02-14,5.3,2235,10.2742,en,"Ação, Fantasia",S.J. Clarkson,S.J. Clarkson
297,Encontro Marcado,1998-11-12,7.35,5402,10.5849,en,"Fantasia, Drama, Romance",Martin Brest,Ron Osborn
49444,Kung Fu Panda 2,2011-05-25,7.043,7435,9.0702,en,"Animação, Família, Comédia",Jennifer Yuh Nelson,Jonathan Aibel
1056108,Aam Kathaler Chhuti,2023-08-18,7.0,1,10.0833,bn,Drama,Mohammad Nuruzzaman,Mohammad Nuruzzaman
273477,Como Sobreviver a um Ataque Zumbi,2015-10-23,6.545,1971,9.8875,en,"Comédia, Terror",Christopher Landon,Christopher Landon
629542,Os Caras Malvados,2022-03-17,7.55,2170,10.9707,en,"Família, Comédia, Crime, Aventura, Animação",Pierre Perifel,Etan Cohen
98022,Amor Incondicional: A História de Oseias,2012-11-06,6.75,24,10.0179,en,Drama,Kevin Downes,Dave Christiano
1109255,Parthenope: Os Amores de Nápoles,2024-10-24,6.8,571,8.473,it,Drama,Paolo Sorrentino,Paolo Sorrentino
1127166,O Fabricante de Lágrimas,2024-04-03,6.521,872,11.3367,it,"Romance, Drama",Alessandro Genovesi,Alessandro Genovesi
420809,Malévola: Dona do Mal,2019-10-16,7.3,6225,9.1658,en,"Família, Fantasia, Aventura, Ação",Joachim Rønning,Linda Woolverton
13183,Watchmen: O Filme,2009-03-04,7.339,9456,9.4205,en,"Mistério, Ação, Ficção científica",Zack Snyder,David Hayter
101299,Jogos Vorazes: Em Chamas,2013-11-15,7.426,17719,10.0059,en,"Aventura, Ação, Ficção científica",Francis Lawrence,Simon Beaufoy
76492,Hotel Transilvânia,2012-09-20,6.961,8791,10.0365,en,"Animação, Comédia, Família, Fantasia",Genndy Tartakovsky,Peter Baynham
413846,1992,2024-08-29,6.945,146,11.2109,en,"Crime, Thriller, Ação",Ariel Vromen,Sascha Penn
1244492,Look Back,2024-06-28,8.019,365,10.2158,ja,"Animação, Drama",Kiyotaka Oshiyama,Kiyotaka Oshiyama
19913,(500) Dias com Ela,2009-07-17,7.294,10443,9.6377,en,"Comédia, Drama, Romance",Marc Webb,Scott Neustadter
663712,Terrifier 2,2022-10-06,6.7,2258,10.1216,en,"Terror, Thriller",Damien Leone,Damien Leone
8355,A Era do Gelo 3,2009-06-26,6.759,8509,9.843,en,"Animação, Comédia, Família, Aventura",Carlos Saldanha,Michael Berg
76338,Thor: O Mundo Sombrio,2013-10-30,6.516,17634,9.6192,en,"Ação, Aventura, Fantasia",Alan Taylor,Christopher Markus
1000075,Largo Winch: O Preço do Dinheiro,2024-07-31,5.868,246,9.4841,fr,"Ação, Aventura, Thriller",Olivier Masset-Depasse,Olivier Masset-Depasse
89,Indiana Jones e a Última Cruzada,1989-05-24,7.85,10464,9.625,en,"Aventura, Ação",Steven Spielberg,Jeffrey Boam
1402859,Karantina,2025-01-09,6.5,6,10.307,tr,"Drama, Crime",Ahmet Topuz,Koray Yeltekin
98022,Amor Incondicional: A História de Oseias,2012-11-06,6.75,24,10.0179,en,Drama,Kevin Downes,Dave Christiano
451915,Querido Menino,2018-10-12,7.552,2664,10.0164,en,Drama,Felix van Groeningen,Luke Davies
1402,À Procura da Felicidade,2006-12-14,7.89,10087,10.0074,en,Drama,Gabriele Muccino,Steven Conrad
625976,火口のふたり,2019-08-23,6.5,35,10.0067,ja,"Drama, Romance",Haruhiko Arai,Haruhiko Arai
101299,Jogos Vorazes: Em Chamas,2013-11-15,7.426,17719,10.0059,en,"Aventura, Ação, Ficção científica",Francis Lawrence,Simon Beaufoy
1724,O Incrível Hulk,2008-06-12,6.222,12080,9.992,en,"Ficção científica, Ação, Aventura",Louis Leterrier,Zak Penn
46195,Rio,2011-04-03,6.745,6840,9.9868,en,"Animação, Aventura, Comédia, Família",Carlos Saldanha,Sam Harper
476669,King's Man: A Origem,2021-12-22,6.747,4719,9.9865,en,"Ação, Aventura, Thriller",Matthew Vaughn,Matthew Vaughn
399579,Alita: Anjo de Combate,2019-01-31,7.2,9446,9.9802,en,"Ação, Ficção científica, Aventura",Robert Rodriguez,James Cameron
580489,Venom: Tempo de Carnificina,2021-09-30,6.77,10694,9.9525,en,"Ficção científica, Ação, Aventura",Andy Serkis,Kelly Marcel
9655,Ela é o Cara,2006-03-17,6.82,3118,9.9517,en,"Comédia, Romance",Andy Fickman,Ewan Leslie
335797,Sing - Quem Canta Seus Males Espanta,2016-11-23,7.118,8123,9.9373,en,"Família, Comédia, Música, Animação",Garth Jennings,Garth Jennings
1140847,A Vingança de Cinderela,2024-04-26,5.4,37,9.9274,en,"Fantasia, Terror",Andy Edwards,Tom Jolliffe
529203,Os Croods 2: Uma Nova Era,2020-11-25,7.467,3938,9.9242,en,"Animação, Família, Aventura, Fantasia, Comédia",Joel Crawford,Dan Hageman
1242382,Sally: Nas Estrelas e no Coração,2025-01-28,8.5,4,9.9215,en,Documentário,Cristina Costantini,Cristina Costantini
646380,Não Olhe para Cima,2021-12-08,7.07,8637,9.9172,en,"Comédia, Ficção científica",Adam McKay,Adam McKay
10184,Ele Não Está Tão a Fim de Você,2009-02-06,6.608,3833,9.9079,en,"Comédia, Romance, Drama",Ken Kwapis,Abby Kohn
694,O Iluminado,1980-05-23,8.212,17986,9.902,en,"Terror, Thriller",Stanley Kubrick,Stanley Kubrick
78,Blade Runner: O Caçador de Andróides,1982-06-25,7.94,14186,9.9017,en,"Ficção científica, Drama, Thriller",Ridley Scott,Hampton Fancher
9820,Operação Cupido,1998-07-28,7.211,4283,10.5018,en,"Comédia, Família, Romance",Nancy Meyers,Nancy Meyers
539,Psicose,1960-06-22,8.422,10391,9.0624,en,"Terror, Thriller, Mistério",Alfred Hitchcock,Joseph Stefano
763215,Donzela,2024-03-07,7.02,2461,10.1885,en,"Fantasia, Ação, Aventura",Juan Carlos Fresnadillo,Dan Mazeau
1114513,Não Fale o Mal,2024-09-11,7.215,1569,11.3174,en,"Terror, Thriller",James Watkins,James Watkins
335977,Indiana Jones e A Relíquia do Destino,2023-06-25,6.5,3690,11.1564,en,"Aventura, Ação",James Mangold,James Mangold
1077782,O Mestre do Crime,2024-12-13,5.737,114,9.3522,en,"Ação, Comédia, Crime",Simon West,Greg Johnson
1893,Star Wars: Episódio I - A Ameaça Fantasma,1999-05-19,6.562,15053,9.7755,en,"Aventura, Ação, Ficção científica",George Lucas,George Lucas
313369,La La Land: Cantando Estações,2016-12-01,7.9,17318,11.1919,en,"Comédia, Drama, Romance, Música",Damien Chazelle,Damien Chazelle
14174,Deite Comigo,2006-02-14,5.2,284,9.8646,en,Drama,Clement Virgo,Tamara Berger
9487,Vida de Inseto,1998-11-25,7.0,9352,9.6122,en,"Família, Animação, Aventura, Comédia",John Lasseter,Don McEnery
6479,Eu Sou a Lenda,2007-12-12,7.209,16092,10.0524,en,"Drama, Ficção científica, Thriller",Francis Lawrence,Mark Protosevich
330457,Frozen 2,2019-11-20,7.248,9935,10.0307,en,"Família, Animação, Aventura, Comédia, Fantasia",Jennifer Lee,Allison Schroeder
370172,007: Sem Tempo para Morrer,2021-09-29,7.4,6546,9.156,en,"Ação, Thriller, Aventura",Cary Joji Fukunaga,Robert Wade
341174,Cinquenta Tons Mais Escuros,2017-02-08,6.483,7741,10.1004,en,"Drama, Romance",James Foley,Niall Leonard
451915,Querido Menino,2018-10-12,7.552,2664,10.0164,en,Drama,Felix van Groeningen,Luke Davies
205596,O Jogo da Imitação,2014-11-14,7.994,17378,10.8142,en,"História, Drama, Thriller, Guerra",Morten Tyldum,Graham Moore
335988,Transformers: O Último Cavaleiro,2017-06-16,6.055,6382,9.8706,en,"Ação, Aventura, Ficção científica",Michael Bay,Art Marcum
204082,Linha de Frente,2013-11-12,6.947,3602,9.4666,en,"Ação, Thriller",Gary Fleder,Sylvester Stallone
109439,"Se Beber, Não Case! Parte III",2013-05-23,6.208,8838,9.6538,en,Comédia,Todd Phillips,Craig Mazin
9552,O Exorcista,1973-12-26,7.732,8178,9.4084,en,Terror,William Friedkin,William Peter Blatty
1159311,My Hero Academia: Agora é a Sua Vez,2024-08-02,6.982,137,10.2813,ja,"Animação, Ação, Aventura, Ficção científica",Tensai Okamura,Yosuke Kuroda
44896,Rango,2011-03-02,6.876,6706,9.3103,en,"Animação, Comédia, Família, Faroeste, Aventura",Gore Verbinski,John Logan
509,Um Lugar Chamado Notting Hill,1999-05-21,7.263,6326,8.6649,en,"Romance, Comédia",Roger Michell,Richard Curtis
529203,Os Croods 2: Uma Nova Era,2020-11-25,7.467,3938,9.9242,en,"Animação, Família, Aventura, Fantasia, Comédia",Joel Crawford,Dan Hageman
335787,Uncharted: Fora do Mapa,2022-02-10,6.908,6286,8.9838,en,"Ação, Aventura",Ruben Fleischer,Rafe Judkins
400155,Hotel Transilvânia 3: Férias Monstruosas,2018-06-28,6.852,4518,8.5076,en,"Animação, Comédia, Família, Fantasia",Genndy Tartakovsky,Genndy Tartakovsky
893723,Patrulha Canina: Um Filme Superpoderoso,2023-09-21,7.039,492,11.2546,en,"Família, Comédia, Aventura, Animação",Cal Brunker,Cal Brunker
137106,Uma Aventura Lego,2014-02-06,7.419,8032,7.9576,en,"Animação, Família, Aventura, Comédia, Fantasia",Phil Lord,Phil Lord
6977,Onde os Fracos Não Têm Vez,2007-06-13,7.947,12418,10.1889,en,"Crime, Drama, Thriller",Joel Coen,Joel Coen
1029281,Desconhecidos,2024-08-14,6.921,569,10.5125,en,"Crime, Terror, Thriller",JT Mollner,JT Mollner
878607,Um Filme Inacabado,2024-10-23,7.618,17,7.9422,zh,Drama,Lou Ye,Lou Ye
72105,Ted,2012-06-29,6.4,12627,9.6683,en,"Comédia, Fantasia",Seth MacFarlane,Seth MacFarlane
1045021,தக் லைஃப்,2025-06-04,5.143,7,8.3702,ta,"Ação, Crime, Drama",Mani Ratnam,Mani Ratnam
581528,"O Gângster, o Policial e o Diabo",2019-05-15,7.84,1285,9.4665,ko,"Crime, Ação, Thriller",Lee Won-tae,Lee Won-tae
122906,Questão de Tempo,2013-09-04,7.914,8772,10.122,en,"Drama, Romance, Fantasia",Richard Curtis,Richard Curtis
1139566,Através da Minha Janela 3: Olhos nos Olhos,2024-02-23,6.933,622,10.1697,es,"Romance, Drama, Comédia",Marçal Forés,Eduard Sola
141052,Liga da Justiça,2017-11-15,6.076,13185,8.6205,en,"Ação, Aventura, Ficção científica",Zack Snyder,Chris Terrio
1201176,Coelhos Assassinos,2024-03-25,4.0,7,9.6212,en,"Terror, Comédia, Fantasia",Diane Foster,Allison Lobel
254,King Kong,2005-12-12,6.887,8067,10.3229,en,"Aventura, Drama, Ação",Peter Jackson,Peter Jackson
89,Indiana Jones e a Última Cruzada,1989-05-24,7.85,10464,9.625,en,"Aventura, Ação",Steven Spielberg,Jeffrey Boam
1201176,Coelhos Assassinos,2024-03-25,4.0,7,9.6212,en,"Terror, Comédia, Fantasia",Diane Foster,Allison Lobel
76338,Thor: O Mundo Sombrio,2013-10-30,6.516,17634,9.6192,en,"Ação, Aventura, Fantasia",Alan Taylor,Christopher Markus
9487,Vida de Inseto,1998-11-25,7.0,9352,9.6122,en,"Família, Animação, Aventura, Comédia",John Lasseter,Don McEnery
490132,Green Book: O Guia,2018-11-16,8.23,12046,9.5909,en,"Drama, História",Peter Farrelly,Nick Vallelonga
3597,Eu Sei o Que Vocês Fizeram no Verão Passado,1997-10-17,6.0,2895,9.564,en,"Terror, Thriller, Mistério",Jim Gillespie,Kevin Williamson
62,2001: Uma Odisseia no Espaço,1968-04-02,8.066,11877,9.557,en,"Ficção científica, Mistério, Aventura",Stanley Kubrick,Stanley Kubrick
50546,Esposa de Mentirinha,2011-02-10,6.704,5841,9.5547,en,"Comédia, Romance",Dennis Dugan,Allan Loeb
9614,Um Maluco no Golfe,1996-02-16,6.648,2769,9.5527,en,Comédia,Dennis Dugan,Tim Herlihy
1734,O Retorno da Múmia,2001-05-04,6.378,7234,9.5426,en,"Aventura, Ação, Fantasia",Stephen Sommers,Stephen Sommers
1096197,Desespero Profundo,2024-01-18,6.322,1027,9.5374,en,"Thriller, Terror, Ação",Claudio Fäh,Andy Mayson
901362,Trolls 3: Juntos Novamente,2023-10-12,7.295,908,9.5331,en,"Animação, Família, Música, Fantasia, Comédia",Walt Dohrn,Elizabeth Tippet
8835,Legalmente Loira,2001-07-13,6.797,4183,9.5328,en,"Comédia, Romance",Robert Luketic,Kirsten Smith
121514,Miracolo italiano,1994-12-21,4.121,29,9.5307,it,Comédia,Enrico Oldoini,Enrico Oldoini
481871,엄마의 직업,2017-07-27,5.292,12,9.5243,ko,Drama,Do Bong-san,Chris
493529,Dungeons & Dragons: Honra Entre Rebeldes,2023-03-23,7.34,4026,9.5113,en,"Aventura, Fantasia, Comédia",Jonathan Goldstein,Michael Gilio
38700,Bad Boys Para Sempre,2020-01-15,7.131,8429,9.498,en,"Thriller, Ação, Crime",Bilall Fallah,Joe Carnahan
10606,Projeto Filadélfia,1984-10-05,6.114,402,9.4961,en,"Ficção científica, Aventura, Thriller",Stewart Raffill,William Gray
1390394,"Baila, Vini",2025-05-15,5.719,32,9.4946,pt,Documentário,Andrucha Waddington,Sérgio Mekler
